timestamp_iso,epoch_ms,elapsed_ms,value_adc,packet_id,channel,dongle_addr,ring_addr,event,raw
2026-06-15T08:10:07.459Z,1781511007459,1922893,847,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;847"
2026-06-15T08:10:10.561Z,1781511010561,1925995,624,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;624"
2026-06-15T08:10:13.687Z,1781511013687,1929121,606,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;606"
2026-06-15T08:10:16.781Z,1781511016781,1932215,568,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;568"
2026-06-15T08:10:19.869Z,1781511019869,1935303,497,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;497"
2026-06-15T08:10:22.969Z,1781511022969,1938403,599,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;599"
2026-06-15T08:10:26.061Z,1781511026061,1941495,600,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;600"
2026-06-15T08:10:29.231Z,1781511029231,1944665,632,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;632"
2026-06-15T08:10:32.281Z,1781511032281,1947715,628,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;628"
2026-06-15T08:10:35.371Z,1781511035371,1950805,378,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;378"
2026-06-15T08:10:38.468Z,1781511038468,1953902,372,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;372"
2026-06-15T08:10:41.550Z,1781511041550,1956984,370,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;370"
2026-06-15T08:10:44.683Z,1781511044683,1960117,395,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;395"
2026-06-15T08:10:47.783Z,1781511047783,1963217,351,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;351"
